gene_name,t_stat,fold_change,p_value,p_adjusted
Os11g0701000,0.852072995,0.263316068,0.396512063,0.536360716
Os03g0183500,-1.704780833,-0.4535,0.091802487,0.174803769
Os03g0388900,-4.747484249,-0.917983615,8.03E-06,6.58E-05
Os04g0408700,-0.865825314,-0.036257928,0.388966352,0.528903236
Os11g0123900,-1.574376549,-0.269687104,0.119028568,0.214887857
Os06g0589700,6.615119419,0.469613108,2.89E-09,8.26E-08
Os12g0189900,-2.69152277,-0.1665,0.008528598,0.025068722
Os01g0502700,2.409468199,0.406001586,0.018082906,0.046756075
Os02g0686500,3.145369724,0.20842019,0.002270177,0.008213646
Os10g0559600,-6.087168585,-0.352429704,3.01E-08,5.85E-07
Os07g0537300,-1.254999658,-0.125822939,0.212838194,0.338825597
Os02g0246300,3.673401544,0.182926004,0.000412701,0.001947916
Os09g0556500,4.863703265,0.364821882,5.08E-06,4.44E-05
Os08g0203700,2.58876704,0.12677537,0.011287547,0.031615388
Os04g0690500,2.811026326,0.26282981,0.006100087,0.019001712
Os02g0241300,-0.767478642,-0.402384249,0.444874028,0.583415046
Os01g0652100,0.300422495,0.020817389,0.764571313,0.844426847
Os05g0543100,3.59559916,0.30905074,0.000536154,0.002435108
Os08g0499900,-5.142026564,-0.228434989,1.65E-06,1.71E-05
Os02g0666800,-1.485490873,-0.054358879,0.141026985,0.245832094
Os05g0104800,3.210845963,0.203169485,0.001854788,0.006954721
Os04g0156200,-0.910094716,-0.208558668,0.365286045,0.504811324
Os11g0598700,0.022444005,0.002179704,0.982145153,0.988486451
Os05g0157300,-0.395796856,-0.080164553,0.693223434,0.791641288
Os03g0159800,-2.339172262,-0.135065539,0.021616699,0.054217619
osa-miR156f,0.785989994,0.016788901,0.434007973,0.57278108
Os10g0378300,-2.595027949,-0.148348044,0.011098763,0.031197532
Os06g0173000,-2.055986811,-0.175816596,0.042779557,0.094716143
Os12g0109500,1.566109427,0.17840592,0.120951723,0.217624902
Os11g0695000,-2.684505484,-0.113049947,0.008695438,0.025472011
Os02g0576600,-2.383019777,-0.112432347,0.019347127,0.049483562
Os10g0160000,-1.675196873,-0.084190659,0.097484979,0.18334675
Os02g0124700,-3.890576688,-0.19420666,0.00019521,0.001025115
Os01g0164800,-2.264121246,-0.492276427,0.02605196,0.063369269
Os07g0485000,0.242450353,0.013679704,0.809001622,0.875655216
Os07g0251200,5.650401197,0.940626321,1.99E-07,2.86E-06
Os03g0311300,1.933711689,0.074632452,0.056398444,0.118565908
Os02g0557800,-3.514449998,-0.295679704,0.000701778,0.003057109
Os12g0630100,-1.428799909,-0.066365222,0.156640822,0.267012482
Os02g0250400,7.230308985,1.059330074,1.76E-10,8.47E-09
Os07g0195300,0.57700056,0.167650106,0.565428523,0.690284253
Os07g0299600,-0.812968789,-0.042957717,0.418454207,0.557716081
Os01g0524700,-0.292245962,-0.011698203,0.77079407,0.849027566
Os02g0712000,-1.206009242,-0.060998414,0.231082088,0.359751354
Os05g0150400,-4.373258796,-0.22660148,3.38E-05,0.000227415
Os05g0372100,-0.422494629,-0.016397146,0.673705939,0.776923145
Os03g0851000,1.752429305,0.151202431,0.083221668,0.161932832
Os01g0314300,-1.313199013,-0.064435254,0.192567463,0.313866926
Os06g0294600,-0.647619924,-0.089944503,0.518935428,0.650147832
osa-miR395o,-0.944935497,-0.020579175,0.347307648,0.486628767
Os04g0270200,2.491728887,0.079524841,0.014608252,0.039138414
Os10g0188300,-6.825848961,-0.251946617,1.12E-09,3.82E-08
Os07g0691200,-0.449464263,-0.035383985,0.654214074,0.762698135
Os12g0194400,0.80221541,0.02963055,0.424613335,0.563564403
Os03g0107100,0.230613671,0.111028541,0.818156146,0.88240273
Os01g0664500,-4.398452084,-0.265160677,3.07E-05,0.000209395
Os04g0635600,1.026936406,0.361613108,0.30729598,0.444987675
Os04g0481100,-3.113699599,-0.139953092,0.002500831,0.008913982
Os01g0589200,-1.259720336,-0.417537526,0.211137723,0.336799105
Os02g0112000,-1.653900664,-0.152071617,0.101750063,0.189458725
Os12g0111500,6.433250697,1.145628964,6.53E-09,1.64E-07
Os11g0189900,-1.156538514,-0.125061311,0.250625485,0.382040202
Os06g0151100,3.847634316,0.368123679,0.000226826,0.001165486
Os04g0610500,4.717176442,0.48627167,9.04E-06,7.29E-05
Os07g0496300,-5.496531723,-0.332434989,3.81E-07,4.97E-06
Os01g0723600,0.895246933,0.073004757,0.373124284,0.512728132
Os02g0667600,-2.879329038,-0.214195208,0.005014837,0.016125943
Os01g0215700,0.978703773,0.06990777,0.330438916,0.469752866
Os03g0790000,1.517501007,0.072619979,0.132764189,0.234097477
Os06g0334100,-0.504484995,-0.026863108,0.61519542,0.730476953
Os02g0543300,-1.093435014,-0.04668129,0.277219908,0.411833234
Os08g0558700,0.982604363,0.067236258,0.328525738,0.467795981
Os01g0167900,-0.71389329,-0.091774313,0.477203234,0.612362597
Os03g0339300,2.979606056,0.369808908,0.003740176,0.012568586
Os08g0510800,-2.481170295,-0.172525106,0.015017933,0.040037264
Os07g0130600,-2.055797064,-0.06738055,0.042798279,0.094720623
Os05g0121000,-2.070609664,-0.146706395,0.041357801,0.092252454
Os01g0759200,1.045920555,0.032689746,0.298493757,0.436002443
Os02g0226200,-2.251574285,-0.360430233,0.026866848,0.065005763
Os03g0856700,-6.961179643,-0.754514446,6.03E-10,2.33E-08
Os10g0556800,-1.279145744,-0.041205074,0.204245501,0.328037312
Os10g0579400,-6.85582745,-0.831908562,9.75E-10,3.40E-08
Os07g0518200,-2.19290356,-0.309893235,0.030981457,0.073133256
Os01g0776400,0.156550315,0.008342495,0.875961821,0.921275232
Os03g0745400,-1.441314797,-0.10372093,0.153083999,0.262041666
Os12g0167700,0.508186284,0.055893763,0.612608295,0.728502997
Os02g0644000,-2.515531613,-0.76898454,0.013721236,0.03708421
Os12g0291100,4.715544142,1.806225053,9.10E-06,7.33E-05
Os02g0699400,-0.794844402,-0.054599894,0.428866135,0.567698185
Os10g0392900,0.007645156,0.000920719,0.993917603,0.99627111
Os04g0414400,-0.599567626,-0.051674419,0.550352071,0.67697816
Os07g0599300,0.642773399,0.03694926,0.522060849,0.6528235
Os03g0381200,-2.067649629,-0.109575294,0.041642269,0.092762961
Os11g0611600,0.030044405,0.004221459,0.976100425,0.985306626
Os07g0504800,-0.124327557,-0.051680761,0.901342616,0.938468402
Os07g0598000,4.40754323,1.166766649,2.97E-05,0.000203468
Os02g0154400,0.468062256,0.03038055,0.640910054,0.751621957
Os05g0433200,0.11946478,0.05432981,0.905182457,0.940652749
Os12g0578800,-1.663541073,-0.084368393,0.09980097,0.186675138
Os10g0328100,-2.137298977,-1.170999471,0.035378469,0.081449767
Os07g0125300,-1.673505225,-0.074000264,0.097818372,0.183803144
Os04g0626400,5.959405935,0.646307928,5.26E-08,9.20E-07
Os08g0261400,-2.353153285,-0.108254228,0.020868664,0.052751965
Os01g0695700,-5.832505928,-0.857055497,9.11E-08,1.47E-06
Os03g0638900,-0.806994161,-0.077497886,0.421869618,0.560915795
Os11g0131100,4.886596168,0.31205814,4.63E-06,4.12E-05
Os03g0429900,-2.059061605,-0.149071353,0.042477158,0.094159896
Os04g0226400,-1.61676749,-0.176858704,0.109547406,0.200852256
Os05g0443300,-0.067471519,-0.003238901,0.94636109,0.966645497
Os02g0118000,1.178126796,0.050836152,0.241957183,0.372187311
Os08g0109300,-1.483562324,-0.086962209,0.141537371,0.246411081
Os06g0260000,-1.2928128,-0.217116808,0.199497115,0.322492856
Os05g0550800,-0.943486358,-0.159157505,0.348043821,0.487299149
Os05g0103800,-0.608225834,-0.031570825,0.544621662,0.671823225
Os01g0639900,1.155468112,0.137315116,0.251060949,0.382498423
Os08g0557200,1.438219578,0.08029704,0.153957812,0.263299052
Os05g0402700,1.685778781,0.127779599,0.095420395,0.180240642
Os02g0256000,-5.493409123,-0.336280655,3.86E-07,5.03E-06
Os01g0780800,-0.623218903,-0.048938425,0.534770395,0.663567307
Os03g0218200,-3.031947994,-0.270214059,0.003200839,0.010981274
Os05g0459400,-0.899197511,-0.153707188,0.371028472,0.510731388
Os07g0277900,2.627312732,0.103474101,0.010169827,0.029070412
Os02g0282900,-5.095871192,-0.89504334,2.00E-06,2.01E-05
Os03g0624100,3.196226801,0.300896406,0.001940853,0.007211644
Os04g0381500,-1.655157019,-0.080816068,0.10149432,0.189106682
Os02g0490200,3.776478335,0.286332452,0.000290232,0.001443374
Os10g0140700,4.586116973,0.85127167,1.50E-05,0.000111933
Os01g0700500,1.304758222,0.032069503,0.195414498,0.317485593
Os11g0162000,-7.161928478,-0.389906448,2.41E-10,1.10E-08
Os10g0552300,2.722579157,0.770444503,0.007824624,0.023269579
Os01g0262600,-3.628021865,-0.177112579,0.000480963,0.002218059
Os05g0129700,-7.64899867,-0.613691728,2.54E-11,1.87E-09
Os04g0465500,-0.161993118,-0.0086176,0.871686746,0.91844786
Os09g0343600,1.747687714,0.397443975,0.084044827,0.163153962
Os03g0282900,0.479124331,0.03132241,0.633051779,0.745499691
Os09g0379900,0.111004793,0.013288759,0.911868123,0.944907308
Os04g0510600,-0.607239036,-0.088913672,0.545273246,0.672451509
Os09g0512200,-1.588023621,-0.239390592,0.115907316,0.210350864
Os03g0103100,-1.067920161,-0.247882664,0.288509585,0.424744815
Os03g0586600,-1.364375405,-0.125770613,0.175966873,0.292285165
Os02g0189900,-0.687298953,-0.041618922,0.493721721,0.627370619
Os01g0955100,1.950950701,0.669122093,0.054279876,0.114938647
Os11g0668300,-0.91866521,-0.065118922,0.360809592,0.499964903
Os02g0510200,-4.303449809,-0.275058669,4.39E-05,0.000285843
Os04g0460900,-1.163882132,-1.015544398,0.247652392,0.37889293
Os01g0199900,-3.735794865,-0.146939218,0.000333735,0.001622904
Os03g0110300,1.871065667,0.109323115,0.064695883,0.13212159
Os05g0228400,-5.856349806,-0.305073732,8.22E-08,1.35E-06
Os04g0683800,-2.795230131,-0.231764271,0.006379945,0.019707409
Os01g0203300,-0.733922465,-0.050960888,0.464968468,0.601808776
Os02g0701600,-6.922815392,-0.45267019,7.19E-10,2.67E-08
Os03g0390600,-5.518796213,-0.220124207,3.47E-07,4.59E-06
Os02g0782600,-5.370610738,-0.215283298,6.45E-07,7.77E-06
Os12g0125000,0.779761734,0.025793605,0.437646397,0.576361772
Os07g0236300,3.235780099,0.199389535,0.001716177,0.006513484
Os02g0805500,-5.246811538,-0.518446617,1.08E-06,1.20E-05
Os05g0178900,-3.400979703,-0.139116808,0.001015827,0.004180339
Os01g0962700,4.440227628,1.233082875,2.63E-05,0.000183241
Os11g0623800,0.575280186,0.030425476,0.566586092,0.691192315
Os01g0293200,1.870508027,0.140095666,0.064774116,0.132233749
Os03g0376600,4.07190888,0.289790169,0.000102441,0.000590413
Os12g0262000,-0.533531944,-0.01429704,0.595025301,0.714680983
Os02g0329600,-1.005002627,-0.080841702,0.317681473,0.456599703
Os06g0663400,-1.427077559,-0.071345137,0.157135277,0.267683989
Os01g0837800,-5.191379794,-0.567079545,1.35E-06,1.44E-05
Os11g0514800,-2.771333311,-0.347481237,0.006825712,0.020807272
Os01g0607300,4.545864314,0.461849894,1.76E-05,0.000128702
Os10g0205900,0.18411463,0.040097252,0.854351814,0.906446437
Os11g0701100,-1.349640514,-0.110534003,0.180631294,0.298407779
Os11g0105900,1.205579784,0.038886364,0.231246868,0.359988126
Os07g0222200,5.564201333,1.361856765,2.86E-07,3.89E-06
Os05g0191500,1.048133003,0.149051268,0.297479183,0.434835056
Os10g0201000,-0.954257742,-0.072025899,0.342595994,0.482273308
Os07g0619600,-1.094769937,-0.04292759,0.276637783,0.411215976
Os01g0176500,2.724774391,0.520461681,0.007776925,0.023159297
Os06g0307900,-2.553201803,-0.464226744,0.012416031,0.034208614
Os03g0854900,0.701016424,0.084374207,0.485162756,0.619716542
Os05g0548100,-0.225690648,-0.009879228,0.821971144,0.884935681
Os04g0672900,1.064316924,0.066600687,0.290128986,0.426730193
Os07g0694300,-3.232066005,-0.320460359,0.001736191,0.006577858
Os01g0733600,-1.734162599,-0.108764799,0.08642974,0.166677113
Os04g0575900,1.185300227,0.231208245,0.239124905,0.36903148
Os03g0729100,4.486437378,0.427535412,2.20E-05,0.000157082
Os02g0244600,-5.38982946,-0.326286998,5.95E-07,7.27E-06
Os03g0769700,2.703680936,0.87359408,0.008246409,0.024365523
Os02g0822600,9.079378037,1.021213531,3.08E-14,9.70E-12
Os02g0527700,-1.42151516,-0.084395349,0.158740363,0.269786324
Os03g0336000,1.13952443,0.079493129,0.257610861,0.389880429
Os07g0255200,-2.520286478,-0.281929704,0.013549954,0.036722772
Os11g0191500,-0.924489038,-0.035497357,0.357787815,0.497064806
Os01g0795600,0.954239624,0.219700846,0.342605111,0.482273308
Os08g0560000,-0.617257161,-0.136845666,0.538676612,0.666606138
Os07g0528100,1.050763832,0.18155814,0.296275805,0.433701904
Os08g0145600,-1.604794147,-0.650585095,0.112161701,0.204824556
Os05g0383200,1.931984278,0.342413848,0.056614541,0.118958484
Os04g0125900,-0.237150155,-0.007376321,0.813097605,0.878612141
Os03g0722100,0.668721625,0.033720402,0.505442845,0.637921412
Os10g0508000,3.886942968,0.49518129,0.000197713,0.001036066
Os09g0542900,2.948544289,0.735089852,0.004098781,0.01357422
Os06g0142900,-2.433653231,-0.173795983,0.016991852,0.044371871
Os01g0138800,-0.013045828,-0.001383192,0.989621088,0.99302827
Os09g0274100,-2.239616139,-0.638354651,0.027664246,0.066616857
Os02g0124400,2.104814172,0.207080338,0.038190259,0.086624451
Os01g0728900,-1.683415851,-0.090852185,0.095878299,0.180924838
Os03g0667800,-1.051535682,-0.064708774,0.29592338,0.433297827
Os12g0148600,0.132773913,0.014757928,0.89467867,0.933723743
Os12g0420400,7.958660132,1.377197992,5.99E-12,5.71E-10
Os01g0566100,-0.347288994,-0.034968816,0.729212587,0.81902532
Os09g0390400,2.11646711,0.25098203,0.037160132,0.08473514
Os05g0460800,-1.446178431,-0.08050185,0.151718702,0.260380359
Os04g0567200,-1.617817383,-0.075619979,0.109320526,0.200578907
Os08g0119800,7.052631846,1.263645878,3.97E-10,1.65E-08
Os03g0338800,2.085483066,0.121773256,0.039953635,0.089824552
Os08g0118100,1.360924494,0.138299154,0.177051003,0.293656172
Os03g0300300,-3.985435752,-0.268459831,0.000139623,0.000770428
Os03g0734300,-2.042434671,-0.440465645,0.044134541,0.096996812
Os01g0888500,-4.526489926,-0.352281184,1.89E-05,0.000137021
Os07g0613300,-0.891938839,-0.041815936,0.374884979,0.514666139
Os07g0479100,1.389668603,0.111976216,0.168174033,0.282273062
Os07g0646500,-0.109680355,-0.031360994,0.912915372,0.945450442
Os11g0252900,0.469989808,0.103002114,0.639537777,0.750401921
Os01g0558500,-3.556362003,-0.184486258,0.000610982,0.002722064
Os07g0657300,0.648357693,0.062794926,0.518460521,0.649696341
Os04g0652700,5.974512774,1.169992072,4.93E-08,8.72E-07
Os01g0324400,0.316073158,0.037290698,0.752703709,0.836068872
Os06g0266800,1.193551234,1.080732558,0.235896682,0.365241932
Os08g0501000,-0.233847867,-0.014017442,0.815652246,0.880405275
Os11g0660400,-1.817814859,-0.406412526,0.072533023,0.14494066
Os02g0712600,2.702882148,0.584429175,0.008264685,0.024414435
Os02g0490000,-1.075814525,-0.053015328,0.284983326,0.4206014
Os11g0124500,-2.329312275,-0.126499471,0.022158428,0.055346308
Os11g0673600,0.655376343,0.156486786,0.513954012,0.645904099
Os01g0750600,4.023788298,0.459047569,0.000121765,0.000686715
Os02g0771500,2.597238087,0.228794926,0.011032805,0.031042898
Os11g0588400,0.767522092,0.260634249,0.44484834,0.583408334
Os02g0827200,1.86965678,0.109887949,0.064893692,0.13242067
Os04g0526000,3.892328749,0.493653805,0.000194014,0.001020138
Os01g0848400,-2.069111991,-0.191005814,0.041501522,0.09250481
Os08g0416100,-3.485791137,-0.311353858,0.000771052,0.003306907
Os10g0316400,-2.71397149,-0.125259514,0.008014237,0.023758976
Os02g0257100,-1.42318853,-0.043102008,0.158256173,0.269205397
Os05g0241200,1.935588276,0.1446287,0.056164477,0.118144099
Os01g0201200,-5.209811741,-0.294023784,1.25E-06,1.36E-05
Os05g0397800,-2.644546194,-0.223069767,0.009703332,0.027965236
Os02g0632800,-0.950214975,-0.085348309,0.344634164,0.484105114
Os11g0565400,0.76435669,0.21735148,0.446722031,0.585243209
Os10g0422600,3.838261512,0.607617336,0.00023435,0.001199318
Os03g0197900,-5.829618938,-0.746199789,9.22E-08,1.48E-06
Os06g0611900,2.991415083,0.153530127,0.003611624,0.012198746
Os11g0145200,1.642681798,0.217184461,0.10405698,0.192780814
Os01g0637100,-6.333526948,-0.375186575,1.02E-08,2.35E-07
Os03g0728700,-0.636175995,-0.052726744,0.526331143,0.656542371
Os10g0154000,-1.179428788,-0.101225159,0.241441343,0.371676041
Os03g0294900,-1.701494891,-0.138306025,0.092419974,0.175684672
Os02g0327500,1.702444593,0.201552326,0.092241161,0.175438828
Os08g0171800,-3.15941625,-0.13882796,0.00217436,0.00792969
Os10g0494300,-0.506650441,-0.05428277,0.613681225,0.729474335
Os09g0416500,-4.262835161,-0.289928118,5.10E-05,0.00032516
Os01g0546800,-0.420983822,-0.032683932,0.674804629,0.777557848
Os09g0400300,3.811489517,0.699665433,0.000257173,0.001299933
Os01g0961500,-2.10836018,-0.610636892,0.037874206,0.086045197
Os01g0916200,-0.073576884,-0.002831923,0.941515895,0.963634434
Os03g0726200,1.174757791,0.094792283,0.243295619,0.373698909
Os01g0968000,-3.024929509,-0.161531712,0.003268717,0.011181685
Os01g0600900,3.847571783,1.217022198,0.000226876,0.001165486
Os10g0123200,-1.472131291,-0.240062896,0.14459226,0.250560621
Os03g0626600,0.658549394,0.058143763,0.511923497,0.643837268
Os04g0423200,3.526673798,0.465609937,0.000674057,0.00295618
Os09g0441900,4.755428007,0.630227273,7.78E-06,6.41E-05
Os01g0353800,0.882646974,0.033663319,0.37985835,0.519908432
Os09g0522100,4.195225161,0.383408034,6.54E-05,0.000402547
Os01g0553200,-1.587348985,-0.729534355,0.116060061,0.21050684
Os12g0588800,-4.118676629,-0.686990751,8.65E-05,0.000511681
Os07g0541800,6.755873201,1.148107822,1.53E-09,4.89E-08
Os01g0551000,-0.096955221,-0.020895613,0.922984866,0.952366456
Os04g0316200,-2.167030612,-0.698266649,0.032964283,0.076879614
Os02g0757100,2.936286789,0.470459302,0.00424883,0.014008988
Os12g0133900,-1.954300157,-0.188439218,0.053876182,0.114211547
Os01g0916800,-3.666694125,-0.278292812,0.000422176,0.001985697
Os03g0197300,-1.41143629,-0.064461945,0.161680844,0.273701331
Os05g0389500,4.1584531,0.271892045,7.48E-05,0.000452353
Os07g0443500,0.443096164,0.014807611,0.658795562,0.766271314
Os02g0117600,2.459202733,0.126561311,0.015903436,0.041938935
Os12g0613300,-6.892597978,-0.233883721,8.25E-10,2.97E-08
Os05g0529900,0.756066528,0.023171776,0.451650803,0.589781026
Os02g0725300,0.481639588,0.02952973,0.631270812,0.743981822
Os10g0321700,-0.157397278,-0.009425476,0.875296325,0.920882646
Os02g0276500,-0.169317179,-0.00976797,0.865940062,0.91471996
Os01g0977100,-3.698223853,-0.295631078,0.000379365,0.00181198
Os11g0151800,2.254168251,0.097685518,0.026696565,0.064659947
Os03g0243600,-3.148321549,-0.196616808,0.002249721,0.008154196
Os09g0401100,2.100419948,0.096625264,0.038585076,0.08729658
Os01g0734800,-1.256322443,-0.189345402,0.212360692,0.338141362
Os05g0241300,-0.085494492,-0.002753171,0.932064634,0.958005985
Os07g0180900,1.745168941,0.117521882,0.084484816,0.163795088
Os02g0830100,-1.49061786,-0.06713055,0.139677139,0.243876078
Os05g0556700,3.186989515,0.303412791,0.001997142,0.007389817
Os10g0550500,2.176160088,0.385924419,0.032252355,0.075598453
Os05g0118000,-4.740290322,-0.387354651,8.26E-06,6.73E-05
Os05g0410900,-3.216001535,-0.544241808,0.001825297,0.006858648
Os03g0178500,0.916218393,0.039925476,0.362084003,0.501338923
Os04g0533000,-2.346796927,-0.118015592,0.02120586,0.053432888
Os02g0129600,-3.857807877,-0.146303911,0.000218922,0.001131799
Os04g0521200,1.309757622,0.081842495,0.193724459,0.315480771
Os05g0469700,3.173699892,0.511813425,0.002080803,0.007647497
Os05g0393200,1.534382943,0.089278541,0.128562664,0.228364394
Os02g0109100,3.388077013,0.270693975,0.001058937,0.004331349
Os03g0187100,-2.624069329,-0.232637949,0.010259861,0.029281214
Os06g0486400,2.029093831,0.089327696,0.045504231,0.099406223
Os10g0534700,-1.870970392,-0.169544397,0.064709244,0.132122482
Os03g0635800,-0.92557816,-0.082964588,0.357224512,0.496527716
Os04g0488700,-4.315474949,-0.395043869,4.20E-05,0.000274843
Os09g0540600,4.094987312,0.597200317,9.43E-05,0.000550266
Os10g0557900,1.337930145,0.145749471,0.184404433,0.303368824
Os06g0687700,0.900916432,0.09114482,0.370118896,0.509825748
Os02g0628600,-4.031848224,-0.393317653,0.000118301,0.000669844
Os04g0317500,1.150018915,0.06351797,0.253286136,0.385040542
Os03g0122000,-5.014914603,-0.422038055,2.77E-06,2.67E-05
Os11g0247300,3.190265649,0.093713134,0.001977006,0.00733253
Os01g0929200,4.791330202,0.758668076,6.76E-06,5.68E-05
Os12g0145100,1.000926139,0.115226215,0.319637161,0.458759636
Os02g0621500,-3.76195214,-0.22094186,0.000305105,0.001506771
Os08g0531700,-0.179982868,-0.003404158,0.857584397,0.908822205
Os03g0425100,-2.805597272,-0.251568182,0.006194978,0.019244465
Os05g0506400,-0.566966079,-0.048033298,0.572196547,0.695970429
Os07g0412100,0.644163086,0.110690803,0.521163664,0.652109205
Os01g0723200,2.598957093,0.176956395,0.010981749,0.030931197
Os04g0419200,-1.858019101,-0.097903277,0.066547121,0.13523031
Os01g0793100,0.17765368,0.007386364,0.859407768,0.910074417
Os09g0391500,2.346811665,0.873067125,0.021205072,0.053432888
Os03g0622100,-5.763562065,-0.863609408,1.23E-07,1.88E-06
Os01g0168500,-2.524045806,-0.776748943,0.013415897,0.036429074
Os01g0266600,-4.422974222,-0.411617865,2.80E-05,0.000193453
Os02g0653400,3.636700828,0.355811839,0.00046713,0.002164119
Os03g0163500,-7.787484204,-0.452472252,1.33E-11,1.11E-09
osa-miR395w,-0.495471755,-0.01109963,0.621515832,0.735459993
Os02g0214400,2.249960352,0.086216173,0.026973277,0.065213203
Os02g0684900,-8.066757167,-0.950584038,3.61E-12,3.79E-10
Os07g0642600,-0.672958124,-0.085159619,0.502756823,0.635322982
Os01g0511000,-1.018646167,-0.150996829,0.311194158,0.449302011
Os04g0397700,0.785654961,0.02904704,0.434203238,0.572917993
Os02g0595700,8.71701708,0.652867865,1.70E-13,3.47E-11
Os06g0237600,-0.442110163,-0.021587738,0.659506106,0.766626181
Os02g0571900,0.094172739,0.004408034,0.925188397,0.953807325
Os02g0239400,-0.76602738,-0.161820296,0.445732533,0.584351766
Os01g0218700,3.383817536,0.158262156,0.001073543,0.00438041
Os05g0100500,-1.914530148,-0.14871723,0.058837628,0.122567227
Os04g0486500,-0.383104109,-0.062562896,0.702576658,0.798144643
Os04g0422700,-7.559629066,-0.963458245,3.84E-11,2.60E-09
Os05g0149800,-3.30677603,-0.159637685,0.001372737,0.005384256
Os04g0462500,1.345630662,0.065625088,0.181916666,0.300041899
Os11g0647000,-0.874727809,-0.023978506,0.38412941,0.524226597
Os01g0765500,2.42580029,0.389922833,0.0173395,0.045125976
Os05g0111300,-7.176739482,-0.189139469,2.25E-10,1.04E-08
Os01g0356500,-1.264048093,-0.079632664,0.20958759,0.334872583
Os11g0678200,-0.373543876,-0.074867865,0.709652015,0.804088947
Os03g0257900,0.056214493,0.002791226,0.955299783,0.9724432
Os12g0202900,-2.384285848,-0.284661734,0.019284864,0.049346563
Os08g0451000,-0.234134189,-0.011419133,0.815430668,0.880199605
Os01g0121800,4.206318009,0.201528894,6.28E-05,0.000389022
Os10g0118800,0.801365093,0.070118393,0.425102654,0.564059016
Os02g0519900,-1.042363113,-0.059105482,0.300130034,0.437679588
Os04g0483600,-2.221825099,-0.178452167,0.02888901,0.069009526
Os02g0783100,-6.719086426,-0.210620507,1.81E-09,5.58E-08
Os01g0285300,2.146499894,0.272345666,0.034615462,0.080052489
Os11g0686500,0.334134751,0.016168605,0.739081644,0.826472957
Os02g0280300,-3.135706131,-0.128124207,0.002338366,0.008418473
Os07g0185000,-2.081733285,-0.322693093,0.040303708,0.090470421
Os07g0592200,1.663171357,0.062034531,0.099875157,0.186764634
Os07g0580800,-1.349326414,-0.155349101,0.180731731,0.29852154
Os05g0128300,-5.644821132,-0.638820825,2.03E-07,2.92E-06
Os12g0636100,-1.735097007,-0.322630021,0.086263205,0.166415315
Os07g0295200,-0.715815176,-0.040499736,0.476021533,0.611565624
Os12g0218300,-1.563509404,-0.428996829,0.121561645,0.21850126
Os05g0581300,-2.620138148,-0.188604123,0.010369955,0.029547185
Os12g0124300,-1.795989423,-0.165147463,0.075966141,0.150575673
Os02g0713700,-1.788406049,-0.208030655,0.077190133,0.152551498
Os07g0462200,6.752332581,0.514029598,1.56E-09,4.94E-08
Os11g0621000,-0.287386033,-0.031117336,0.774499875,0.852036983
Os07g0424400,2.204922937,0.21926101,0.030096307,0.071370524
Os04g0641000,-6.381428746,-0.549858879,8.23E-09,1.97E-07
Os09g0502200,-5.217206184,-0.48845296,1.22E-06,1.32E-05
Os02g0705000,7.136359404,0.430930937,2.71E-10,1.21E-08
Os03g0826700,2.127259638,0.124828225,0.036227619,0.083056158
Os09g0569900,-0.963049642,-0.096795983,0.338190662,0.477606112
Os06g0220100,3.63771372,0.180196089,0.00046554,0.002159223
Os05g0154600,0.495269148,0.020863372,0.621658237,0.735594765
osa-miR319a,-4.068311141,-0.293168252,0.000103777,0.000596781
Os02g0771700,-1.698998656,-0.126426533,0.092891326,0.17642696
Os08g0474400,0.288051108,0.011763742,0.773992429,0.851643904
Os08g0355600,-2.284108255,-0.110894292,0.024798719,0.060821626
Os12g0615400,0.981472254,0.055312236,0.329080266,0.46831685
Os05g0438700,3.419286792,0.642805497,0.000957489,0.0039708
Os03g0285900,-7.498276241,-0.438819239,5.11E-11,3.19E-09
Os01g0103100,-0.148336903,-0.011302061,0.882420021,0.925390891
Os01g0282800,6.614571337,0.535898343,2.90E-09,8.26E-08
Os04g0632000,-0.898833846,-0.216981501,0.371221088,0.510897345
Os02g0794900,-5.448266225,-0.336304968,4.66E-07,5.91E-06
Os09g0337300,0.006111795,0.001082981,0.995137511,0.997071045
Os04g0317400,-1.293479644,-0.061511628,0.199267548,0.322231951
Os06g0609900,-0.097697128,-0.021542812,0.922397428,0.951968118
Os05g0530400,-1.525069718,-0.24844741,0.130867322,0.231429043
Os03g0594400,1.664421549,0.177078488,0.099624476,0.186455682
Os04g0657900,5.809855387,0.675332452,1.00E-07,1.58E-06
Os01g0654300,0.811509752,0.040444503,0.419286737,0.558536962
Os01g0191500,1.626151017,0.086389799,0.107533016,0.1978881
Os06g0574500,1.940059295,0.09542389,0.055610355,0.117195785
Os11g0528200,5.819068682,0.524266385,9.65E-08,1.53E-06
Os03g0775500,-2.435609626,-0.159286469,0.016906216,0.044209304
Os05g0568000,1.140458105,0.121486522,0.257223999,0.389481985
Os07g0668800,-3.187777822,-0.182037174,0.00199228,0.007375674
Os09g0355400,-3.03166509,-0.148782241,0.00320355,0.010987915
Os06g0125400,6.809729666,0.860078224,1.20E-09,4.03E-08
Os03g0179900,-0.913956701,-0.077017706,0.363264542,0.502580924
Os01g0388000,1.419021129,0.143827167,0.159464127,0.270802499
Os09g0426000,-2.613033531,-0.273142706,0.010571638,0.030016299
Os02g0698800,-5.088353305,-0.586765856,2.06E-06,2.07E-05
