gene_name,t_stat,fold_change,p_value,p_adjusted
Os09g0248000,0.187715343,0.009903938,0.851536734,0.904508627
Os09g0514100,-1.65316555,-0.149866543,0.101899945,0.189700442
Os07g0246200,0.254666383,0.014828647,0.799581528,0.868978476
Os01g0606200,1.517050197,0.487881078,0.13287785,0.234283327
Os03g0111400,4.248288625,0.596243129,5.38E-05,0.000339764
Os03g0636600,0.432250853,0.055881607,0.666628144,0.772010935
Os01g0301500,1.021391032,0.028625264,0.309899829,0.447706751
Os09g0545400,-2.722415763,-0.303839323,0.007828184,0.023277728
Os02g0536400,-2.924460936,-0.232274137,0.004398383,0.014429953
Os07g0146700,0.025090755,0.001873679,0.980040011,0.987509525
Os06g0209300,-6.061383587,-0.314827873,3.37E-08,6.40E-07
Os12g0135200,-0.965923572,-0.089046512,0.336758691,0.476176587
Os04g0434500,-3.184816811,-0.14656871,0.002010602,0.007433969
Os05g0400600,-0.084252023,-0.008886892,0.933049543,0.958569623
Os03g0720400,-0.333847546,-0.013374736,0.739297617,0.826616692
Os05g0207700,-3.941441619,-0.474834038,0.0001632,0.000875152
Os11g0157200,2.166367254,0.202761023,0.033016542,0.07696766
Os08g0100500,-1.803679005,-0.086173185,0.074741498,0.148613178
Os01g0589100,4.000134605,0.34938055,0.000132501,0.000737575
Os09g0522200,-0.618151058,-0.123955814,0.538089991,0.666151393
Os08g0451200,2.008742936,0.24771723,0.047663768,0.103312173
Os09g0352400,0.792160497,0.038240486,0.430420886,0.569221141
Os02g0622300,0.498934833,0.032349366,0.619083999,0.733577715
Os02g0581600,-0.215800755,-0.031099894,0.829647988,0.889890183
Os08g0460700,-0.495508716,-0.094263214,0.621489855,0.735459993
Os05g0566400,0.851511346,0.125756344,0.396822131,0.536677759
Os07g0228900,-1.404687393,-0.163349894,0.163673082,0.27639454
Os03g0667700,2.656882952,0.132424947,0.009381395,0.027139446
Os10g0339500,0.475844193,0.013393235,0.635377585,0.747284691
Os04g0505000,5.405554134,0.725763478,5.58E-07,6.87E-06
Os03g0746400,-3.358520586,-0.207413319,0.001164265,0.004682485
Os01g0106500,0.331365699,0.018980444,0.74116479,0.828079676
Os05g0365300,1.79334931,0.30809408,0.076390427,0.151245046
Os02g0608400,-5.604772427,-0.368716438,2.41E-07,3.37E-06
Os06g0224500,-2.766211229,-0.365185518,0.00692489,0.02105303
Os11g0179100,1.111565167,0.088175476,0.269386222,0.402949846
Os02g0616100,1.566602947,0.355131683,0.120836227,0.217445408
Os01g0871400,-1.673189648,-0.04627537,0.097880668,0.183883268
Os02g0139400,0.040857818,0.001991543,0.967502825,0.980186288
Os03g0411800,-3.126910238,-0.211875264,0.002402086,0.008605274
Os02g0144800,4.467628414,0.328476216,2.37E-05,0.000167215
Os04g0611000,0.008354381,0.000632135,0.993353365,0.995745068
Os02g0101000,-4.044856942,-0.310477008,0.000112909,0.000643294
Os08g0206400,-2.122914074,-0.155389006,0.036600623,0.083775875
Os03g0441000,-2.89486287,-0.141841085,0.004794214,0.015525632
Os07g0119400,1.107895841,0.103470402,0.270959064,0.404662259
Os02g0721600,-0.098587788,-0.004624101,0.921692266,0.951528684
Os12g0273300,-1.948632472,-0.320156448,0.054560782,0.115421264
Os03g0793600,-3.103130147,-0.314774841,0.00258254,0.009164914
Os01g0854000,-1.746080455,-0.379803911,0.084325371,0.163575416
Os07g0565500,-2.34113022,-0.186169133,0.021510532,0.054018213
Os09g0386200,1.67530459,0.146965645,0.097463782,0.183319038
Os09g0416800,-2.081394487,-0.119098044,0.040335468,0.090516946
Os11g0259700,-1.156968596,-0.029342495,0.250450669,0.381855815
Os03g0281500,-2.736322905,-0.315904334,0.007530332,0.022581441
Os07g0461800,0.743070599,0.030878436,0.459439929,0.596941466
osa-miR395m,0.954864942,0.018861786,0.342290552,0.482051971
Os07g0114500,-0.685231062,-0.183382135,0.495019069,0.628400808
Os06g0647600,3.606091539,0.313313953,0.000517668,0.002361226
Os07g0556800,-0.832146453,-0.018552326,0.407603679,0.547370053
Os08g0207700,0.192553238,0.020494715,0.847757446,0.902048272
Os05g0447700,1.562219908,0.173102537,0.121865046,0.218878368
Os08g0549100,-1.899018669,-0.097278541,0.060874733,0.126070038
Os06g0179000,4.339531905,0.49502907,3.83E-05,0.000253469
Os04g0672700,0.408765647,0.019667812,0.683715682,0.784542791
Os09g0453700,-4.797542962,-0.39608351,6.60E-06,5.57E-05
Os07g0602700,-2.358051307,-0.179910148,0.020612082,0.052159162
Os01g0219200,0.99635436,0.058153805,0.321839976,0.460864217
Os07g0577400,1.627674505,0.17659593,0.107208798,0.197513084
Os08g0116400,-3.156801655,-0.191960888,0.002191905,0.007979327
Os02g0591800,0.075309618,0.009040433,0.940141197,0.962852874
osa-miR164e,0.805830369,0.016373784,0.422536833,0.56160034
Os02g0457500,6.110953889,0.992484672,2.72E-08,5.39E-07
Os08g0295300,0.088915194,0.004355004,0.929353585,0.956422134
Os01g0196800,-2.101922681,-0.35947093,0.038449662,0.087045762
Os02g0778300,-0.349708198,-0.014975159,0.727402466,0.81774112
Os01g0737800,-1.032885643,-0.044315803,0.304518928,0.442004393
Os03g0288000,-0.349759346,-0.126556818,0.727364211,0.81774112
Os11g0701800,-1.963586418,-0.278364693,0.052770266,0.112354198
Os04g0659800,-2.536840537,-0.330716173,0.012968528,0.03544506
Os06g0720000,-0.113484185,-0.026313249,0.909908057,0.943817881
Os04g0367100,2.040795739,0.22526797,0.044300879,0.097324672
Os01g0785600,-4.970948856,-0.295317125,3.31E-06,3.11E-05
Os02g0126400,1.868843596,0.304135306,0.065008094,0.132625491
Os11g0620000,-0.645522348,-0.035121036,0.520286903,0.651380645
Os12g0137500,-2.089818095,-0.161289641,0.039552197,0.089060673
Os02g0721700,3.768334842,0.264934197,0.000298483,0.001479735
Os10g0504600,5.336059171,0.371426533,7.45E-07,8.73E-06
Os06g0122800,-1.953525605,-0.067508985,0.053969308,0.114366222
Os03g0215400,0.674202509,0.030327696,0.50196932,0.634610584
Os08g0529200,-1.375931063,-0.051320825,0.17237323,0.287613222
Os02g0739400,2.175614921,0.419639535,0.032294488,0.075653446
Os11g0432900,-2.119608092,-0.19527167,0.036886619,0.084253109
Os05g0310500,-1.009464053,-0.062429572,0.315550274,0.454088836
Os03g0737400,3.176410498,0.236359937,0.002063478,0.007592679
Os04g0629300,-2.397456384,-0.2338676,0.018647649,0.04797357
Os05g0379300,-1.104977027,-0.062056025,0.272214765,0.40625948
Os03g0351500,-4.46100895,-0.358817785,2.43E-05,0.000171002
Os07g0563800,-0.542460821,-0.038733219,0.588887388,0.709717055
Os02g0225900,1.938839259,0.129464059,0.0557611,0.117478555
Os01g0142300,4.190958086,0.346030655,6.65E-05,0.000407831
Os05g0495200,-0.891700262,-0.125380021,0.37501216,0.514759685
Os03g0239300,-2.765479848,-0.207192918,0.006939158,0.021089361
Os09g0437100,-4.413433575,-0.614848309,2.91E-05,0.000199576
Os12g0101800,6.171611527,1.369708773,2.08E-08,4.32E-07
Os02g0787800,-0.423574673,-0.034025899,0.672920942,0.776491467
Os02g0644700,-0.193088447,-0.013955603,0.847339566,0.901750856
Os08g0359300,-3.792875942,-0.210005285,0.000274274,0.001375344
Os07g0292800,-0.062034231,-0.006276427,0.950677807,0.969443208
Os05g0140000,0.67765207,0.075204017,0.499789758,0.632701174
Os09g0421200,0.764968579,0.039082981,0.44635948,0.584957378
Os01g0776600,4.772031751,0.381323819,7.29E-06,6.06E-05
Os04g0153800,0.943517088,0.198662791,0.3480282,0.487299149
Os07g0291200,1.091196241,0.06095296,0.278198082,0.413059051
Os09g0570400,1.746878041,0.141995243,0.084186057,0.163352075
Os01g0975900,-2.764870091,-0.102461945,0.006951074,0.021112269
Os03g0409100,0.809830176,0.106290873,0.420246334,0.559473645
Os11g0269900,-5.403499027,-0.547279598,5.62E-07,6.92E-06
Os09g0528700,-4.366308245,-0.586812896,3.47E-05,0.000232541
Os03g0778000,-3.391166235,-0.285765856,0.001048462,0.004293455
Os02g0739600,1.613450895,0.084304175,0.110266607,0.201896805
Os12g0167900,0.91523437,0.062378832,0.362597334,0.501927161
Os04g0607400,-1.102765028,-0.369958879,0.273169083,0.407265923
Os02g0626600,0.53159422,0.086888478,0.596361251,0.715572949
Os02g0575500,4.970693186,0.476303647,3.31E-06,3.11E-05
Os05g0460000,-2.692378602,-0.381559197,0.008508451,0.025020299
Os04g0105100,0.51519381,0.058650899,0.607723629,0.724108819
Os04g0372400,-1.051542508,-0.463941332,0.295920265,0.433297827
osa-miR156k,1.777198013,0.150108879,0.079029061,0.155384556
Os01g0276800,-2.742771749,-0.13371945,0.007395754,0.02225081
Os03g0727000,-8.493757261,-0.624168076,4.86E-13,7.66E-11
Os10g0572000,-4.346220802,-0.205214588,3.74E-05,0.000248017
Os11g0291500,2.179245916,0.206876321,0.032014767,0.075140916
Os11g0161800,-1.420084857,-0.182594609,0.159155125,0.270426411
Os10g0485800,0.045089467,0.001988372,0.964139287,0.978036355
Os05g0133900,-2.191537917,-0.120487579,0.031083452,0.073303819
Os08g0174700,-3.72218693,-0.182462209,0.000349623,0.001690419
Os12g0631100,4.706023551,0.200704281,9.45E-06,7.54E-05
Os03g0437600,-4.678201763,-0.266925899,1.05E-05,8.27E-05
Os01g0276700,0.922612405,0.065807215,0.358759759,0.498024781
Os06g0681600,1.634041904,0.231692125,0.105862249,0.195523906
Os08g0113200,-2.931952987,-0.209521406,0.004303083,0.014159885
Os10g0189200,2.282686584,0.118821353,0.024886075,0.06099317
Os06g0669700,-0.950376591,-0.038948467,0.344552534,0.484059786
Os06g0566600,0.222053865,0.034680233,0.824792155,0.886894715
Os10g0129000,-3.29470843,-0.268843023,0.001426156,0.005560434
Os09g0397100,-5.401774747,-0.229633721,5.66E-07,6.96E-06
Os07g0582700,-1.957817121,-0.091067653,0.053455047,0.113496934
Os02g0693500,1.61863269,0.093709831,0.1091446,0.200333881
Os01g0215100,1.283655388,0.127151163,0.202669541,0.326300722
Os05g0422200,-1.240573112,-0.069068182,0.218097198,0.344951636
Os09g0339100,-0.842458558,-0.027676004,0.401840387,0.541965716
Os08g0226300,2.70491193,0.221332452,0.008218317,0.024292642
Os12g0610600,-5.276683837,-0.760245772,9.52E-07,1.08E-05
Os04g0481200,1.54234014,0.136492072,0.126619095,0.225732024
Os04g0559200,3.067654207,0.322071177,0.0028753,0.010026961
Os01g0624700,0.912340703,0.123508457,0.364109546,0.503593239
Os04g0477500,-0.478937409,-0.021779598,0.633184218,0.745619182
Os01g0810000,0.179155354,0.011027484,0.858232116,0.909270799
Os06g0284500,0.746785291,0.221546512,0.457205744,0.594856155
Os04g0577500,1.370717425,0.110706836,0.173987622,0.28953138
Os10g0160600,-3.060141408,-0.278533298,0.002941129,0.010216324
Os12g0182700,-0.880325919,-0.04355814,0.381107082,0.521265387
Os10g0576900,4.794655119,0.426414905,6.67E-06,5.62E-05
Os01g0682500,-0.567457576,-0.038490486,0.571864133,0.695799312
Os03g0238300,-1.883745777,-0.131948732,0.062938263,0.129286232
Os08g0314800,0.733137849,0.033495349,0.465444386,0.60217787
Os02g0793900,1.265446265,0.096683932,0.209088583,0.334150583
Os11g0516000,3.682044039,0.158089323,0.00040079,0.001901189
Os06g0271100,1.655848558,0.084345666,0.101353773,0.188906862
Os01g0128400,0.738260457,0.030196089,0.462342187,0.599577657
Os06g0165800,1.469400832,0.117585624,0.145329514,0.251546178
Os10g0195600,7.265180953,1.005580338,1.50E-10,7.52E-09
Os05g0126800,1.389169963,0.221919662,0.168325075,0.282487324
Os03g0366000,1.201990153,0.157204545,0.232627507,0.361641161
Os02g0196100,6.497764096,0.884481501,4.90E-09,1.29E-07
Os01g0790900,5.541047946,0.812335095,3.16E-07,4.24E-06
osa-miR420,-0.683595706,-0.016030127,0.496046365,0.629310566
Os12g0438400,1.857362951,0.115381431,0.066641385,0.135383065
Os06g0106800,-0.320364838,-0.071198309,0.749459633,0.833771637
osa-miR439g,1.484662287,0.037836549,0.141246092,0.246103589
Os10g0343300,3.738685999,0.442915962,0.000330449,0.001610066
Os05g0531400,-3.524556523,-0.428685518,0.000678784,0.002973689
Os04g0625800,-1.439591481,-0.083522992,0.153570035,0.262746777
Os08g0101200,-3.049282555,-0.620705603,0.00303875,0.010498848
Os03g0370900,1.692214799,0.167238372,0.094182211,0.178317481
Os06g0535400,5.186845545,0.378556025,1.38E-06,1.46E-05
Os04g0480500,-3.754957976,-0.36085148,0.000312522,0.001537246
Os03g0268400,-0.491355986,-0.064200846,0.624411473,0.73799824
Os04g0280700,0.672039055,0.065284355,0.503338878,0.635803557
Os03g0334500,0.513817774,0.243510042,0.608681414,0.725020487
Os02g0167600,-3.214303513,-0.338775106,0.001834962,0.006889486
Os01g0259400,0.027606219,0.005033827,0.978039421,0.986436073
Os08g0546800,-2.121522496,-0.70340592,0.036720771,0.08398988
Os05g0138300,3.742519176,0.355825383,0.00032614,0.001592627
Os01g0849500,-4.0848005,-0.347888478,9.78E-05,0.000567781
Os07g0546400,-0.636694139,-0.05225,0.525995109,0.656325266
Os01g0550100,-0.867029876,-0.029112844,0.388309687,0.528339618
osa-miR395b,0.013871905,0.000306422,0.988963924,0.992673939
Os01g0224000,-2.118270682,-0.06605444,0.037002865,0.08444442
Os10g0437500,1.917835642,1.017951374,0.058411044,0.121875526
Os02g0106700,-1.647838157,-0.109223044,0.102991489,0.191255459
Os10g0443000,1.245071266,0.046026956,0.216447359,0.343203443
Os10g0189600,2.43168926,0.129869186,0.017078208,0.044556354
Os02g0546500,-0.075969912,-0.005639535,0.939617388,0.962539724
Os01g0177900,2.829554285,0.287827167,0.005786186,0.018203862
Os04g0234600,6.244621717,1.264123282,1.51E-08,3.30E-07
Os05g0502800,-1.771920829,-0.090922833,0.079907371,0.156763704
Os09g0321900,-2.789740861,-0.219570942,0.006479917,0.019948268
osa-miR171b,1.682902506,0.07017389,0.095978014,0.181088907
Os10g0497600,-0.65293843,-0.049723837,0.515516985,0.64732336
Os12g0181500,-0.668326481,-0.130205249,0.505693765,0.638152907
Os06g0717900,1.188154078,0.192403541,0.238004762,0.367702967
Os02g0831300,1.626789836,0.094109144,0.107396971,0.197727549
Os01g0769100,5.847372521,0.512008985,8.54E-08,1.39E-06
Os01g0922100,-0.680563866,-0.110717759,0.497953961,0.631137786
Os11g0701600,2.028490571,0.125739958,0.045567018,0.099520389
Os09g0399800,1.547104702,0.439453488,0.125466521,0.224043409
Os03g0262100,-0.717764522,-0.038621036,0.474824616,0.61044267
Os03g0146000,-1.27384483,-0.064877378,0.206109557,0.330413704
Os03g0275500,-2.014070057,-0.108852008,0.047090176,0.1023034
Os03g0337200,-1.466090008,-0.101651515,0.146227398,0.252860607
Os03g0108000,-1.595048769,-0.085910148,0.114326285,0.207989821
Os11g0414000,-6.450987453,-0.218028277,6.03E-09,1.54E-07
Os06g0611200,-2.698584394,-0.134260571,0.008363648,0.024650295
Os03g0130500,3.436498889,0.193562896,0.000905531,0.003791921
Os04g0615700,-0.500776218,-0.051391121,0.617792669,0.732500646
Os03g0300900,5.707753739,0.346372269,1.56E-07,2.30E-06
Os07g0510400,2.891364162,0.519547217,0.004843111,0.015667881
Os03g0299800,0.017803793,0.00218314,0.985836128,0.99079675
osa-miR397b,-0.697113083,-0.01564186,0.48758988,0.621668878
Os01g0290000,-4.094774954,-0.348863988,9.43E-05,0.000550422
Os07g0638600,-1.108751859,-0.045338266,0.270591564,0.404198553
Os08g0433400,3.070202707,0.603031712,0.002853283,0.009966109
Os07g0157900,-1.928462868,-0.234382664,0.057057237,0.119647198
Os12g0625200,-1.253527789,-0.076965116,0.213370438,0.339501395
Os03g0319400,3.228369522,0.324487976,0.001756326,0.00664261
Os03g0802900,0.220102692,0.015542283,0.82630661,0.888052598
Os01g0625200,-2.609931418,-0.19749815,0.010660808,0.030227115
Os03g0699000,2.669605631,0.224671776,0.009059569,0.026340081
Os01g0131800,-2.21734585,-0.123200846,0.029204754,0.06964645
Os03g0772800,3.23995147,0.17829704,0.001693956,0.006443667
Os03g0146300,-1.161163037,-0.105705074,0.248750287,0.380066699
Os01g0978100,1.209970001,0.073072304,0.229566371,0.357902452
Os08g0447500,-1.506529727,-0.123978858,0.135552175,0.238060925
Os01g0898400,-3.133007098,-0.237419662,0.002357749,0.008474271
Os01g0667200,3.831513323,0.313125264,0.000239913,0.00122252
Os01g0152000,1.117457888,0.148819767,0.266873688,0.400269862
Os08g0206700,-1.00892967,-0.031448732,0.315805042,0.454363242
Os07g0641300,-0.929522346,-0.041668076,0.355189304,0.494617717
Os04g0630600,1.983163573,0.322286469,0.050501909,0.108354273
Os03g0105800,-8.742469376,-0.570643763,1.51E-13,3.14E-11
Os03g0170500,5.819947689,0.524468288,9.62E-08,1.53E-06
Os08g0129700,6.074632165,0.363334214,3.18E-08,6.11E-07
Os08g0432800,-4.944575955,-0.509810254,3.68E-06,3.40E-05
Os01g0310800,-1.776906233,-0.293002114,0.079077414,0.155458072
Os05g0358400,-0.363117477,-0.020242953,0.717397527,0.810275523
Os12g0160300,-0.768425204,-0.032325053,0.4443146,0.582816145
Os01g0158900,-1.815374072,-0.157475951,0.072910424,0.145523254
Os03g0150800,-1.157771586,-0.103643631,0.250124508,0.381584169
Os06g0326000,-2.33338603,-0.337569239,0.021933167,0.054890011
Os09g0309300,4.065568883,0.227245243,0.000104807,0.000602338
Os03g0149000,4.266411883,0.68445296,5.03E-05,0.00032168
Os05g0140100,2.461131534,0.322387597,0.015823857,0.041748487
osa-miR171a,-2.735165328,-0.091659796,0.007554724,0.022628268
osa-miR166h,-6.210430452,-0.37344741,1.75E-08,3.74E-07
Os02g0162500,0.183924558,0.0063676,0.854500467,0.906468516
Os03g0332600,3.532486631,0.206464059,0.000661242,0.00290807
Os04g0105700,6.759815448,0.756449261,1.51E-09,4.83E-08
Os01g0509800,-2.180465678,-0.088067653,0.031921276,0.074946293
Os06g0140300,-0.506490323,-0.170817653,0.61379313,0.729483747
Os05g0302300,-1.409939491,-0.159491543,0.162121076,0.274299228
Os12g0489400,-5.012594679,-0.323536469,2.80E-06,2.70E-05
Os05g0129300,2.593482771,0.245008721,0.011145087,0.031309128
Os12g0615100,-11.41801471,-0.595158298,5.46E-19,1.03E-15
Os04g0405800,-5.967528606,-0.339103066,5.08E-08,8.94E-07
Os05g0104100,-2.177188262,-0.123136364,0.032173022,0.075437439
Os10g0342300,-3.927158886,-0.35080074,0.000171641,0.000913853
Os03g0239200,-2.690538515,-0.204721142,0.008551822,0.025114026
Os12g0135800,0.378107085,0.089726216,0.706271642,0.801197692
Os04g0556300,-1.540051053,-0.127587739,0.127175812,0.226482506
Os07g0589400,-7.892379567,-0.372735862,8.16E-12,7.37E-10
Os01g0161000,2.456177777,0.130715116,0.016028961,0.042222167
Os02g0503400,-3.062168571,-0.162458113,0.00292323,0.010162864
Os02g0577700,0.443723564,0.015402748,0.658343601,0.76595166
Os04g0659900,0.343181327,0.017091438,0.732289584,0.821076302
Os01g0510200,0.752212474,0.137073996,0.453952777,0.591872784
Os03g0201600,-5.043849225,-0.336682082,2.47E-06,2.41E-05
Os04g0445800,-0.784811219,-0.035418605,0.434695222,0.573273779
Os01g0519400,2.032012443,0.092010042,0.045201505,0.098859121
Os04g0444600,-1.270001722,-0.05871864,0.207468818,0.332142166
Os04g0353200,-1.318245597,-0.357679915,0.190880155,0.311689962
Os11g0115600,-1.711784039,-0.565041755,0.09049771,0.172725172
Os08g0430500,4.078037991,0.292410411,0.000100202,0.000579157
Os03g0251800,-1.178830009,-0.301526427,0.241678477,0.371989263
Os03g0596900,-5.791319687,-0.336246564,1.09E-07,1.69E-06
Os01g0306400,-2.086890324,-0.245839323,0.039822934,0.089596863
Os04g0425100,-4.165464444,-0.201370507,7.30E-05,0.000442485
Os04g0415000,-0.185990265,-0.028455074,0.852885182,0.905195133
Os07g0247000,0.84009308,0.021042283,0.403158005,0.542885697
Os08g0527900,-1.375896406,-0.070236258,0.172383924,0.287614144
Os07g0673100,-4.678836027,-0.239611875,1.05E-05,8.25E-05
Os01g0101200,1.28005206,0.102170719,0.203928049,0.327694467
Os07g0119300,-3.325931828,-0.358450846,0.00129178,0.00511054
Os06g0187000,0.195722551,0.035196617,0.845283551,0.900395556
Os06g0156600,6.19895426,1.198357426,1.84E-08,3.90E-07
Os05g0225800,1.519125507,0.184736258,0.132355242,0.233478006
Os04g0185600,-0.401824705,-0.015985729,0.688798037,0.788110777
Os07g0638300,2.347364573,0.230262289,0.021175552,0.053385188
Os08g0500100,1.703519112,0.172622622,0.092039187,0.175136895
Os09g0416700,0.679271554,0.058688689,0.498768273,0.631718204
Os12g0437800,-1.942717056,-0.167160677,0.055283162,0.116618895
Os07g0577600,4.784871401,1.226412694,6.93E-06,5.81E-05
